artists,track_name,URL_Found,Whosampled_URL,Real_Year,Sampled_By_Count,Is_Sample_Of,Covered_By_Count,Is_Cover_Of,Remixed_By_Count,Is_Remix_Of,track_id,popularity,duration_ms,danceability,energy,speechiness,acousticness,instrumentalness,loudness,liveness,valence,track_genre,tsne_x,tsne_y,cluster_label
Thompson Twins,Love on Your Side,True,https://www.whosampled.com/Thompson-Twins/Love-on-Your-Side/,1983,6,0,0,0,0,0,4AyUaumLrKH1uYHSUxUOsv,26,239666,76.7,76.0,10.5,6.79,0.213,62.15234102026555,9.74,69.69999999999999,synth-pop,-12.672706,16.04826,4
Dexys Midnight Runners,Come On Eileen,True,https://www.whosampled.com/Dexys-Midnight-Runners/Come-On-Eileen/,1982,10,0,41,0,0,0,3a5tlGqJ6g5JFdiwJrsmGh,2,285357,45.0,76.9,5.92,56.2,0.0,83.09806662007921,30.6,60.4,ska,23.703596,2.8305867,6
ZZ Top,Gimme All Your Lovin',True,https://www.whosampled.com/ZZ-Top/Gimme-All-Your-Lovin%27/,1983,5,0,19,0,0,0,0OBwxFLu6Yj61s2OagYbgY,71,241080,63.0,78.8,2.98,0.322,2.37,74.23247146517588,8.83,63.0,blues,-14.761637,9.893076,0
Journey,Separate Ways (Worlds Apart),True,https://www.whosampled.com/Journey/Separate-Ways/,1983,0,0,1,0,0,0,4ECNtOnqzxutZkXP4TE3n3,74,323706,45.1,96.2,7.340000000000001,1.88,0.000317,87.05800139762404,27.700000000000003,37.7,hard-rock,-32.99851,-18.638784,3
Kenny Rogers;Sheena Easton,We've Got Tonight,True,https://www.whosampled.com/Kenny-Rogers/We%27ve-Got-Tonight/,1983,0,0,3,1,0,0,5vXsj8L4DK1gGQ43BBG028,66,234560,54.3,22.7,2.98,76.7,0.0042899999999999,53.04914977870953,10.3,29.2,country,45.36054,-9.169272,2
DeBarge,I Like It,True,https://www.whosampled.com/DeBarge/I-Like-It/,1982,104,0,10,0,0,0,1CzJ7drnOdaXWcURRN5P2N,0,279400,67.5,73.2,4.43,45.2,0.00184,84.48171441882134,20.1,83.0,disco,20.174257,24.316755,6
Culture Club,Do You Really Want To Hurt Me,True,https://www.whosampled.com/Culture-Club/Do-You-Really-Want-To-Hurt-Me/,1982,17,0,62,0,3,0,54QC24eg2bBYjkATkdyOp5,41,264010,74.0,40.8,3.26,13.900000000000002,0.0,44.92895411134405,9.36,38.0,synth-pop,11.186114,5.1653314,6
The Psychedelic Furs,Love My Way,True,https://www.whosampled.com/The-Psychedelic-Furs/Love-My-Way/,1982,6,0,24,0,0,0,4dk40nfaQav6b4ZsJ9OYUo,66,213973,63.7,85.0,3.51,0.487,0.018,81.90076869322152,15.2,52.0,punk-rock,-18.975803,-6.19876,0
ABC,Poison Arrow,True,https://www.whosampled.com/ABC/Poison-Arrow/,1982,7,0,5,0,3,0,1OZpUOQumWhZ8Gr1bUsmrz,0,203600,72.5,86.1,7.51,20.4,0.127,73.29606335895645,24.5,81.89999999999999,synth-pop,-6.581179,27.697037,1
Yazoo,Only You,True,https://www.whosampled.com/Yazoo/Only-You/,1982,4,0,81,0,2,0,4GNilkZKILsug3l5pdLoxo,26,194173,75.2,30.7,3.98,33.2,0.0135,25.953878406708604,8.290000000000001,85.39999999999999,synth-pop,7.5714755,41.61873,1
Missing Persons,Walking In L.A.,True,https://www.whosampled.com/Missing-Persons/Walking-In-LA/,1982,55,0,3,0,2,0,2UkdH2WwhNlHu4MpMUzFIF,25,240226,69.89999999999999,76.1,3.27,6.569999999999999,0.000629,50.84090379687864,33.7,93.5,synth-pop,-4.2426414,32.785683,1
Musical Youth,Pass The Dutchie,True,https://www.whosampled.com/Musical-Youth/Pass-The-Dutchie/,1982,111,0,7,1,4,0,1BkY0N8ChFk2mdLbAUu8ZK,78,205426,80.5,41.8,9.79,45.9,0.0,38.48124854414163,28.8,96.6,reggae,41.29153,18.42829,6
The Weather Girls,It's Raining Men,True,https://www.whosampled.com/The-Weather-Girls/It%27s-Raining-Men/,1982,10,0,33,0,0,0,5g6nzsOxwxdoj6sqAl0NXB,64,211013,68.2,92.5,12.1,31.5,0.0718,77.97810389005357,70.19999999999999,61.1,disco,-50.323086,-2.2044702,3
TOTO,Africa,True,https://www.whosampled.com/TOTO/Africa/,1982,105,0,102,0,0,0,2374M0fQpWi3dLnB54qaLX,83,295893,67.10000000000001,37.3,3.2300000000000004,25.7,0.00801,21.29047286279991,4.81,73.2,rock,7.4079857,42.287746,1
Randy Newman,The Blues,True,https://www.whosampled.com/Randy-Newman/The-Blues/,1982,2,0,6,0,1,0,6Gb2bRaL4Rp11kgWFMRLRt,18,184533,71.1,46.6,3.2300000000000004,29.8,0.000177,40.53575588166783,9.75,95.2,disney,8.721523,38.356358,1
A Flock Of Seagulls,Space Age Love Song,True,https://www.whosampled.com/A-Flock-Of-Seagulls/Space-Age-Love-Song/,1982,5,0,12,0,2,0,0xzn2U71zNWLeJbE4Zat4C,52,227866,49.3,51.6,2.95,0.072,22.9,44.55159562077801,12.1,62.1,synth-pop,5.465145,12.706068,0
Laura Branigan,Gloria,True,https://www.whosampled.com/Laura-Branigan/Gloria/,1982,7,0,15,1,2,0,1mskmld5ZKEhRaNvYVPoqZ,65,289853,77.60000000000001,74.3,2.89,10.7,29.3,73.73398555788494,14.9,84.0,disco,0.18796869,22.907885,1
Joe Jackson,Steppin' Out,True,https://www.whosampled.com/Joe-Jackson/Steppin%27-Out/,1982,15,0,21,0,0,0,0tBTnrMcc91qKP9dHqhsS7,58,262866,58.4,47.4,2.96,3.66,0.0363,61.50943396226416,5.18,65.10000000000001,power-pop,7.782108,8.126401,0
Lionel Richie,Truly,True,https://www.whosampled.com/Lionel-Richie/Truly/,1982,1,0,12,0,0,0,7AslBsiVLQAGrmFmi79ZeK,60,200506,36.6,23.8,3.8,64.60000000000001,0.001,40.908455625436766,8.76,13.1,disco,41.096493,-21.06672,2
Billy Joel,Pressure,True,https://www.whosampled.com/Billy-Joel/Pressure/,1982,3,0,2,0,0,0,3LqvmDtXWXjF7fg8mh8iZh,59,280333,54.8,68.0,4.74,1.48,0.0949,65.0314465408805,8.77,85.1,piano,-9.568766,34.709274,1
Missing Persons,Destination Unknown,True,https://www.whosampled.com/Missing-Persons/Destination-Unknown/,1982,0,0,8,0,0,0,3zOeueIyWEHCPhDz6C8LE7,23,214693,71.0,55.60000000000001,5.63,3.56,0.152,44.89634288376427,7.430000000000001,30.5,synth-pop,6.015819,-15.527954,5
Judas Priest,You've Got Another Thing Coming,True,https://www.whosampled.com/Judas-Priest/You%27ve-Got-Another-Thing-Coming/,1982,23,0,27,0,0,0,4f3RDq9nYPBeR1yMSgnmBm,67,310080,51.9,83.3,4.96,0.5720000000000001,0.000433,73.08176100628931,10.4,53.2,hard-rock,-22.403053,-11.898022,3
A Flock Of Seagulls,I Ran (So Far Away),True,https://www.whosampled.com/A-Flock-Of-Seagulls/I-Ran/,1982,46,0,55,0,0,0,4OdhffpvG3HxDJMxYOKh97,63,308933,50.7,64.2,3.2300000000000004,0.299,60.6,45.24109014675052,14.099999999999998,63.1,synth-pop,4.3807445,18.382103,1
Survivor,Eye of the Tiger,True,https://www.whosampled.com/Survivor/Eye-of-the-Tiger/,1982,92,0,110,0,1,0,2KH16WveTQWT6KOG9Rg6e2,77,245640,81.69999999999999,59.9,3.28,13.2,0.0311,62.35732587933845,8.73,54.8,rock,6.90494,5.117129,0
Steve Miller Band,Abracadabra,True,https://www.whosampled.com/Steve-Miller-Band/Abracadabra/,1982,16,0,27,0,1,0,14ZoSQzMmy8LwCmCt7NynJ,2,308373,79.10000000000001,53.400000000000006,3.55,7.489999999999999,0.000199,43.66643372932681,15.6,96.3,blues,3.0718503,40.00788,1
Soft Cell,Tainted Love,True,https://www.whosampled.com/Soft-Cell/Tainted-Love/,1981,48,0,109,1,13,0,0cGG2EouYCEEC3xfa0tDFV,79,153800,50.0,50.1,3.76,46.2,0.0,66.85301653855113,26.0,62.3,synth-pop,27.222816,10.418568,6
Asia,Only Time Will Tell,True,https://www.whosampled.com/Asia/Only-Time-Will-Tell/,1982,5,0,2,0,0,0,4BG5z09kr5M1CVla6MQmcO,0,284000,29.0,88.4,6.73,4.35,0.0,78.84463079431633,22.5,29.4,hard-rock,-15.305154,-40.514072,7
Billy Preston,I'm Never Gonna Say Goodbye,True,https://www.whosampled.com/Billy-Preston/I%27m-Never-Gonna-Say-Goodbye/,1982,0,0,2,0,0,0,6BDWITl9HpvfD0Kacsmcu3,34,221826,34.8,37.6,2.71,59.9,0.0,58.52317726531564,10.7,20.8,disco,39.546425,-18.284143,2
The Go-Go's,Vacation,False,,1981,5,0,23,0,1,0,0oc7YoWV783fGr2GbdcIrz,59,179826,50.0,82.3,2.64,8.75,0.0,65.19450267877941,31.6,88.0,synth-pop,-40.80505,14.666972,4
Kim Wilde,Kids In America,True,https://www.whosampled.com/Kim-Wilde/Kids-In-America/,1981,11,0,47,0,3,0,1YGZyfvdgZxzipWoWYVKxi,70,205533,55.7,78.2,4.75,9.53,0.0006749999999999,87.28162124388538,11.8,30.5,disco,-4.7328734,-27.412783,7
Missing Persons,Words,True,https://www.whosampled.com/Missing-Persons/Words/,1982,1,0,4,0,0,0,3GyLQYquCRImwpPplslJ8M,30,269693,75.0,52.8,3.72,3.05,0.000403,38.93780573025856,6.84,70.3,synth-pop,0.69465125,41.712097,1
The Human League,Don't You Want Me,True,https://www.whosampled.com/The-Human-League/Don%27t-You-Want-Me/,1981,47,0,58,0,7,0,76fhsLmTZOY54x9Y2rLC2z,1,236920,74.4,68.60000000000001,4.37,10.1,0.0,68.10156068017703,7.180000000000001,89.4,synth-pop,-11.163504,38.360966,1
38 Special,Caught Up In You,False,,1982,4,0,5,0,0,0,71DzeSJmIaZ9UhJ1rJJ5Od,3,278133,36.1,78.7,3.63,1.97,0.0586,82.23619846261356,4.21,88.9,country,-34.400448,25.125238,4
Asia,Heat Of The Moment,True,https://www.whosampled.com/Asia/Heat-Of-The-Moment/,1982,9,0,11,0,0,0,7ACCBGSVoNukpfJ1Ah4NB2,0,229133,29.4,87.2,5.42,15.5,0.0007679999999999,79.26857675285348,31.6,57.49999999999999,hard-rock,-37.765575,-16.870937,3
Scorpions,No One Like You,True,https://www.whosampled.com/Scorpions/No-One-Like-You/,1982,2,0,11,0,0,0,5hVepr5CHiTGtJY5bP4i5n,61,246533,60.1,92.8,4.81,1.4,0.0113,85.04076403447473,15.1,62.5,hard-rock,-27.516197,-2.9329805,3
Kool & The Gang,Get Down On It,False,,1981,0,0,5,0,0,0,4Cv6ongCvJy9JfSkWVnb5D,64,293666,84.7,38.9,5.69,7.53,0.0012,33.878406708595385,4.71,96.8,disco,4.217916,41.17816,1
Joan Jett & the Blackhearts,I Love Rock 'N Roll,True,https://www.whosampled.com/Joan-Jett/I-Love-Rock-%27N-Roll/,1981,0,0,10,0,0,0,2Cdvbe2G4hZsnhNMKyGrie,77,175173,53.5,71.6,4.31,32.6,0.0,82.03587235033777,65.9,90.1,punk-rock,-48.844612,-1.4825665,3
The Go-Go's,We Got The Beat,False,,1981,0,0,20,0,0,0,3BI2g3xaStu8g05HwlnvaZ,27,150413,59.9,98.5,4.92,3.28,5.680000000000001,74.25110645236431,3.18,54.7,synth-pop,-20.571964,-3.8474777,0
Journey,Open Arms,True,https://www.whosampled.com/Journey/Open-Arms/,1981,0,0,41,0,0,0,2w4EpqGasrz9qdTwocx54t,70,202173,40.5,21.0,2.79,58.4,0.0,43.88539482879106,13.900000000000002,17.4,hard-rock,40.611645,-21.149784,2
The J. Geils Band,Centerfold,False,,1981,9,0,10,0,0,0,1ynmMEK1fkyiZ6Z6F3ThEt,74,216533,65.3,67.7,3.96,24.9,0.0,48.40437922198929,40.3,88.8,blues,5.714028,33.88013,1
Foreigner,Waiting for a Girl Like You,True,https://www.whosampled.com/Foreigner/Waiting-for-a-Girl-Like-You/,1981,18,0,21,0,0,0,6I0SHRGKjSnGUEAdQBEkP5,2,291986,31.2,52.8,3.3300000000000005,26.700000000000003,0.000388,71.32541346377825,3.69,39.7,hard-rock,18.185675,-24.346697,5
"Earth, Wind & Fire",Let's Groove,True,https://www.whosampled.com/Earth/Let%27s-Groove/,1971,0,0,7,0,0,0,3koCCeSaVUyrRo3N2gHrd8,79,339320,86.9,64.8,6.329999999999999,12.1,0.00217,64.92429536454694,12.6,90.0,disco,-11.009284,40.385345,1
Billy Joel,She's Got a Way,True,https://www.whosampled.com/Billy-Joel/She%27s-Got-a-Way/,1971,0,0,15,0,0,0,3Ie2eLOIj2IhKnzPwXrLbJ,54,169226,49.5,14.2,4.36,97.0,0.000193,30.039599347775454,11.3,19.6,piano,52.114162,-12.698377,2
Journey,Don't Stop Believin',True,https://www.whosampled.com/Journey/Don%27t-Stop-Believin%27/,1981,40,0,93,0,0,0,4bHsxqR3GMrXTxEPLuK5ue,83,250986,50.0,74.8,3.63,12.7,0.0,63.18192406242721,44.7,51.4,hard-rock,-43.44769,-7.3618364,3
Christopher Cross,Arthur's Theme (Best That You Can Do),True,https://www.whosampled.com/Christopher-Cross/Arthur%27s-Theme/,1981,0,0,3,0,0,0,5LLjfEg69PW3fYFuzqm4jn,0,233986,52.900000000000006,58.9,3.67,7.61,0.363,60.82459818308875,6.72,50.3,disco,-4.0334644,-16.02343,7
Juice Newton,Queen Of Hearts,True,https://www.whosampled.com/Juice-Newton/Queen-Of-Hearts/,1981,0,0,6,1,0,0,0nYYvSzTI0vM8WBuZbMHE9,41,207293,64.7,82.1,5.35,56.39999999999999,0.0629,52.74633123689728,23.5,96.9,country,30.01588,24.395275,6
Deniece Williams,Silly,False,,1981,2,0,8,0,0,0,3XrzApq8R10O6WwNwMw8t4,44,357360,47.3,24.1,3.2300000000000004,89.0,0.386,36.16119263918007,14.099999999999998,40.400000000000006,disco,50.337433,-9.739473,2
Squeeze,Tempted,True,https://www.whosampled.com/Squeeze/Tempted/,1981,5,0,17,0,0,0,5r2z0FHOoFI06GZEVGDjzM,61,240333,72.89999999999999,35.6,3.47,9.16,9.05,41.42091777311903,5.2,39.2,power-pop,11.14366,5.1351786,6
ICEHOUSE,We Can Get Together - Live,True,https://www.whosampled.com/ICEHOUSE/We-Can-Get-Together---Live/,1981,14,0,10,0,0,0,3ZPIpP53m6hh5fMy29fCXj,28,258514,41.6,92.7,16.3,1.53,0.00023,65.82809224318659,98.2,30.7,synth-pop,-50.00473,-11.225525,3
Rush,Tom Sawyer,True,https://www.whosampled.com/Rush/Tom-Sawyer/,1981,29,0,21,0,1,0,3QZ7uX97s82HFYSmQUAN1D,73,276880,53.6,90.1,3.74,0.145,1.86,71.85185185185186,6.0,66.60000000000001,hard-rock,-20.72993,-10.147426,3
Rick James,Give It To Me Baby,True,https://www.whosampled.com/Rick-James/Give-It-To-Me-Baby/,1981,65,0,7,0,0,0,0ZVlFLp6Yl9nHhAcqMzmS9,0,248626,69.3,77.0,7.62,1.27,0.0613,72.92802236198462,6.550000000000001,88.3,disco,-18.188133,32.37547,4
REO Speedwagon,Take It On the Run,True,https://www.whosampled.com/REO-Speedwagon/Take-It-On-the-Run/,1980,2,0,5,0,0,0,5gys5nzVQIYhgHIfiOJYva,68,239680,37.1,75.8,3.6,9.58,0.0,78.98905194502677,11.6,45.2,hard-rock,-22.321785,-26.901907,7
"Grover Washington, Jr.;Bill Withers",Just the Two of Us (feat. Bill Withers),False,,1981,1,0,1,0,0,0,1ko2lVN0vKGUl9zrU0qSlT,77,438493,74.9,49.7,10.5,41.0,4.99,46.70393664104356,5.04,58.5,jazz,34.46753,9.809666,6
Juice Newton,Angel Of The Morning,True,https://www.whosampled.com/Juice-Newton/Angel-Of-The-Morning/,1981,3,0,2,1,0,0,11y8GSP2ASv8S9n0FiiDva,59,250440,45.2,31.3,2.6,43.3,0.0026,62.07780107151177,7.720000000000001,34.4,country,30.388485,-21.293758,5
38 Special,Hold On Loosely,False,,1980,8,0,26,0,0,0,6u3HTPvOxhVWllNhu07vvA,0,279754,56.49999999999999,70.7,2.98,1.01,0.00816,79.12415560214303,8.51,83.1,country,-17.378382,27.618916,4
ABBA,Super Trouper,True,https://www.whosampled.com/ABBA/Super-Trouper/,1980,16,0,53,0,0,0,2Z2mNu7zrVZSOtXybtRGe9,3,251786,72.39999999999999,72.39999999999999,3.04,29.4,0.0,75.73258793384579,12.1,92.7,swedish,19.083715,28.393574,6
Blondie,Rapture,True,https://www.whosampled.com/Blondie/Rapture/,1980,36,0,17,0,8,0,6F2vo4sxRNQ58VYe3pdiaL,59,299373,72.39999999999999,70.39999999999999,5.11,11.3,0.425,66.97414395527603,46.6,96.0,power-pop,-2.5399742,31.757318,1
REO Speedwagon,Keep on Loving You,True,https://www.whosampled.com/REO-Speedwagon/Keep-on-Loving-You/,1980,4,0,18,0,0,0,4rcHWl68ai6KvpXlc8vbnE,72,200293,30.6,72.2,3.4000000000000004,5.19,0.0,77.6659678546471,11.7,41.0,hard-rock,-22.238945,-26.893324,7
Dolly Parton,9 to 5,True,https://www.whosampled.com/Dolly-Parton/9-to-5/,1980,12,0,25,0,0,0,4w3tQBXhn5345eUXDGBWZG,77,162466,55.400000000000006,78.3,4.569999999999999,41.6,0.000154,78.18308874912648,63.1,81.3,country,-48.894283,-1.687078,3
Kool & The Gang,Celebration,False,,1980,4,0,54,0,0,0,0puqSsCdrsmI3HRlpRF5SB,1,298640,85.7,78.2,6.569999999999999,13.900000000000002,3.5700000000000003,79.20335429769393,4.95,89.9,disco,-19.968029,37.412365,4
ABBA,The Winner Takes It All,True,https://www.whosampled.com/ABBA/The-Winner-Takes-It-All/,1980,9,0,108,0,0,0,5LqbOfXFftWCXE9bqKbpvz,3,295280,42.9,78.9,3.46,22.6,0.5680000000000001,75.41579315164222,4.74,46.7,swedish,14.141386,-1.6245829,5
Rush,Limelight,True,https://www.whosampled.com/Rush/Limelight/,1981,1,0,11,0,0,0,0K6yUnIKNsFtfIpTgGtcHm,67,259839,58.1,85.39999999999999,4.279999999999999,0.197,0.13,65.9166084323317,11.1,78.8,hard-rock,-18.546648,23.156713,4
The Gap Band,Burn Rubber On Me (Why You Wanna Hurt Me),True,https://www.whosampled.com/The-Gap-Band/Burn-Rubber-On-Me/,1980,32,0,21,0,0,0,6G2CJ0Lop5EPywsqKm7NHj,32,252640,74.7,88.2,4.9,18.3,0.000339,72.37363149312836,33.800000000000004,81.5,disco,-6.334442,27.22032,1
AC/DC,Back In Black,True,https://www.whosampled.com/ACDC/Back-In-Black/,1980,65,0,42,0,1,0,08mG3Y1vljYA6bvDt4Wqkj,85,255493,31.0,70.0,4.7,1.1,0.965,78.99371069182389,8.28,76.3,hard-rock,-21.644697,19.75002,4
Barbra Streisand;Barry Gibb,Guilty (feat. Barry Gibb),True,https://www.whosampled.com/Barbra-Streisand/Guilty/,1980,5,0,20,0,0,0,60mGckXEG1EzR4VmjYLfEW,65,264333,62.6,42.5,3.56,23.1,0.0,32.50873515024458,11.4,95.2,disco,8.283997,39.139435,1
Leo Sayer,More Than I Can Say,True,https://www.whosampled.com/Leo-Sayer/More-Than-I-Can-Say/,1980,1,0,13,1,0,0,72AP0jERH6lLf6vd32WcDJ,54,221040,72.2,53.8,2.35,18.5,0.0219,53.440484509666895,26.6,68.2,disco,10.306021,11.906769,6
Barbra Streisand,Woman in Love,True,https://www.whosampled.com/Barbra-Streisand/Woman-in-Love/,1980,27,0,78,0,0,0,1pTGc8pwyo6xtgXBKCBcFn,68,231840,46.9,27.800000000000004,2.8000000000000003,24.8,0.0126,29.457255998136507,13.3,33.1,disco,32.052967,-24.348959,5
DEVO,Whip It,True,https://www.whosampled.com/DEVO/Whip-It/,1980,21,0,30,0,2,0,4sscDOZCkbLSlDqcCgUJnX,65,161133,78.0,86.9,5.17,7.439999999999999,0.4,71.64686699277894,6.21,95.7,synth-pop,-21.115707,34.67748,4
Don Williams,I Believe In You,True,https://www.whosampled.com/Don-Williams/I-Believe-In-You/,1980,0,0,5,0,0,0,1PpbrbgsXRXeKw1GnZMEv7,59,246440,51.2,21.2,4.83,88.0,0.573,5.6277661309107945,11.5,51.0,country,52.517555,-4.446563,2
Diana Ross,I'm Coming Out,True,https://www.whosampled.com/Diana-Ross/I%27m-Coming-Out/,1980,39,0,10,0,3,0,0WBoGdKqK3Hlzt65o5vQqA,1,325266,74.1,92.0,5.16,18.2,12.2,84.68204053109713,9.03,73.9,disco,-24.47769,26.369625,4
Diana Ross,Upside Down,True,https://www.whosampled.com/Diana-Ross/Upside-Down/,1980,44,0,35,0,3,0,2koluJQJMBHkhQQ7YNYIGm,2,243493,88.3,92.3,7.57,14.499999999999998,3.96,77.01840204984859,4.07,89.60000000000001,disco,-21.999395,36.6794,4
AC/DC,You Shook Me All Night Long,True,https://www.whosampled.com/ACDC/You-Shook-Me-All-Night-Long/,1980,12,0,47,0,1,0,2SiXAy7TuUkycRVbbWDEpo,81,210173,53.2,76.7,5.74,0.287,0.0513,79.78103890053576,39.0,75.5,hard-rock,-40.128212,11.274728,3
Irene Cara,Fame,True,https://www.whosampled.com/Irene-Cara/Fame/,1980,13,0,43,0,0,0,5CI1FP2Volc9wjz2MBZsGx,66,316066,70.0,73.0,3.11,13.2,0.0,64.62147682273469,13.3,96.1,disco,-9.263155,32.447906,1
Olivia Newton-John,Xanadu,True,https://www.whosampled.com/Olivia-Newton-John/Xanadu/,1980,7,0,43,0,0,0,0cXFXgFns7sIMmTpqyGRmD,66,208240,63.5,58.4,2.96,11.8,0.0,62.99557419054275,29.0,71.1,disco,9.007669,12.312,6
Zapp,More Bounce to the Ounce Parts I and II,True,https://www.whosampled.com/Zapp/More-Bounce-to-the-Ounce-Parts-I-and-II/,1979,13,0,23,0,0,0,3VThjzBehf1uy55fEPKxGc,23,567266,87.0,88.5,8.16,9.61,0.328,80.7686932215234,31.8,85.7,synth-pop,-31.77361,14.17355,4
Christopher Cross,Sailing,True,https://www.whosampled.com/Christopher-Cross/Sailing/,1979,27,0,46,0,0,0,6Hu6dzwlvoyg3zBUC8k4BK,71,256146,46.9,38.2,3.74,36.4,0.025,43.93664104355929,36.0,17.8,disco,27.831623,-24.711828,5
Pete Townshend,Let My Love Open The Door,True,https://www.whosampled.com/Pete-Townshend/Let-My-Love-Open-The-Door/,1980,3,0,13,0,2,0,0otlwsD3mSogk7VJCTp6Kg,65,164653,65.10000000000001,65.3,5.45,36.5,0.0117,60.11180992313068,7.42,72.89999999999999,blues,14.491338,28.42171,1
Jon & Vangelis,I Hear You Now,True,https://www.whosampled.com/Jon/I-Hear-You-Now/,1980,0,0,0,0,0,0,0SNGu5dJ0CB1gRoKRIoz9H,32,288200,73.9,41.7,3.1,27.6,2.68,43.27509899836944,10.8,27.9,new-age,29.338772,-17.390522,5
Bob Seger,Against The Wind,True,https://www.whosampled.com/Bob-Seger/Against-The-Wind/,1980,0,0,0,0,0,0,1SWmFiFSIBoDbQJjNKC7SR,67,333720,67.4,77.10000000000001,2.46,28.000000000000004,3.18,79.30118798043326,13.3,71.8,hard-rock,14.031755,23.673597,6
KISS,Shandi,True,https://www.whosampled.com/KISS/Shandi/,1980,1,0,1,0,0,0,3SwBBFgL0XMK9u0v9H6aXq,0,216866,53.3,77.10000000000001,2.8000000000000003,8.83,0.0,75.10831586303284,4.279999999999999,85.3,hard-rock,-15.58721,26.878256,4
Kenny Rogers;Kim Carnes,Don't Fall In Love With A Dreamer,True,https://www.whosampled.com/Kenny-Rogers/Don%27t-Fall-In-Love/,1979,14,0,21,0,7,0,0bvt5MK16LmsCqDhVegw3f,0,220400,52.8,39.1,2.53,3.3300000000000005,0.0,61.700442580945726,11.5,20.1,country,13.166572,-28.700243,5
Gary Numan,Cars,True,https://www.whosampled.com/Gary-Numan/Cars/,1979,28,0,42,0,14,0,4QQEzkxcONBthDLfzqIh9S,63,238906,54.50000000000001,57.8,4.06,1.14,0.0065699999999999,64.7053342650827,6.92,81.89999999999999,synth-pop,-9.669007,35.405983,1
Blondie,Call Me,True,https://www.whosampled.com/Blondie/Call-Me/,1980,13,0,81,0,2,0,4qO03RMQm88DdpTJcxlglY,73,212600,56.00000000000001,82.5,3.47,0.0785,0.246,74.18122525040765,8.92,74.0,power-pop,-19.22715,21.78462,4
Blondie,Atomic,True,https://www.whosampled.com/Blondie/Atomic/,1979,3,0,9,0,6,0,5QIbR39hAEDIOkr4ggh4xc,58,280324,59.6,82.39999999999999,3.61,5.04,12.9,82.65082692755648,5.86,78.60000000000001,power-pop,-24.632563,20.980387,4
Pink Floyd,"Another Brick in the Wall, Pt. 2",True,https://www.whosampled.com/Pink-Floyd/Another-Brick-in-the-Wall-Pt-2/,1979,8,0,15,0,1,0,4gMgiXfqyzZLMhsksGmbQV,76,238746,69.3,39.4,4.279999999999999,7.82,0.0693999999999999,31.45585837409737,24.7,72.1,psych-rock,5.0482492,42.751045,1
Christopher Cross,Ride Like the Wind,True,https://www.whosampled.com/Christopher-Cross/Ride-Like-the-Wind/,1979,16,0,30,0,2,0,7gUMShP1l20tC0xf17Zplk,67,275506,66.9,70.7,4.78,34.7,0.0716,41.80759375727929,9.97,80.60000000000001,disco,13.67754,31.75328,1
Andy Gibb;Olivia Newton-John,I Can't Help It,True,https://www.whosampled.com/Andy-Gibb/I-Can%27t-Help-It/,1980,0,0,2,0,0,0,2IWurwcB8Kyifdu7eHynAr,22,250013,56.8,41.2,2.86,43.5,0.0001089999999999,65.96319590030282,10.3,32.800000000000004,disco,27.319435,-13.579684,5
Billy Joel,You May Be Right,True,https://www.whosampled.com/Billy-Joel/You-May-Be-Right/,1980,2,0,13,0,0,0,7gMOe0gXYcELUoVugfMmHP,65,253200,56.7,94.5,4.58,17.5,0.00026,71.70277195434429,35.0,96.1,piano,0.3698176,29.151287,1
Journey,Any Way You Want It,True,https://www.whosampled.com/Journey/Any-Way-You-Want-It/,1980,8,0,21,0,0,0,71SvEDmsOwIWw1IozsZoMA,73,201693,52.900000000000006,93.2,4.88,0.251,0.109,70.5008152806895,13.6,57.1,hard-rock,-21.705818,-10.322078,3
Captain & Tennille,Do That To Me One More Time,True,https://www.whosampled.com/Captain/Do-That-To-Me-One-More-Time/,1980,2,0,8,0,0,0,07MWiIIYt8uYSm7zkcHyyn,13,256665,72.8,52.400000000000006,2.55,56.49999999999999,0.0131,67.11856510598649,9.13,51.1,disco,37.06097,-0.5391317,2
Rush,The Spirit Of Radio,True,https://www.whosampled.com/Rush/The-Spirit-Of-Radio/,1980,5,0,16,0,0,0,6MpUuLKMSRj82KbyoFlO6M,0,297693,36.2,95.0,5.67,1.3299999999999998,0.0107,80.8432331702772,37.1,61.1,hard-rock,-39.02741,-15.709335,3
The Romantics,What I Like About You,True,https://www.whosampled.com/The-Romantics/What-I-Like-About-You/,1980,7,0,14,0,0,0,4ebcE2SmkG7nplvzFAWRu7,69,175266,51.4,94.2,5.0200000000000005,28.2,0.0066,66.1588632657815,17.0,91.2,power-pop,2.3703604,27.769936,1
Jimmy Buffett,Survive,True,https://www.whosampled.com/Jimmy-Buffett/Survive/,1980,0,0,5,0,0,0,1xvADDTyr4ZCu5NPPkOJzU,0,291400,44.8,13.0,3.18,39.900000000000006,0.00105,27.14185883997205,10.3,36.9,folk,33.013645,-23.790977,5
Kenny Rogers,Coward Of The County,True,https://www.whosampled.com/Kenny-Rogers/Coward-Of-The-County/,1980,0,0,10,0,0,0,0JkIre0YxNmKGMU5V7ZiDx,64,258733,65.2,43.3,5.88,13.4,0.000737,45.61378989051945,14.6,67.5,country,9.189274,9.815385,6
