artists,track_name,URL_Found,Whosampled_URL,Real_Year,Sampled_By_Count,Is_Sample_Of,Covered_By_Count,Is_Cover_Of,Remixed_By_Count,Is_Remix_Of,track_id,popularity,duration_ms,danceability,energy,speechiness,acousticness,instrumentalness,loudness,liveness,valence,track_genre
Bon Jovi,Always,True,https://www.whosampled.com/Bon-Jovi/Always/,1994,2,0,33,0,0,0,27k9Vb6ko9YYK6N8EJ8SA5,46,353320,0.377,0.658,0.0318,0.117,0.0,-5.589,0.0677,0.307,metal
Capleton,Tour,True,https://www.whosampled.com/Capleton/Tour/,1995,1,0,0,0,1,0,6YCkARFQggwUEmqTUyfIgx,27,286333,0.892,0.65,0.107,0.0722,1.19e-06,-7.251,0.0555,0.394,dancehall
Mobb Deep,"Shook Ones, Pt. II",True,https://www.whosampled.com/Mobb-Deep/Shook-Ones-Pt-II/,1994,5,0,8,0,0,0,33ZXjLCpiINn8eQIDYEPTD,76,325506,0.763,0.786,0.229,0.0146,0.0114,-6.472,0.0817,0.504,hardcore
Boyz II Men,I'll Make Love To You,True,https://www.whosampled.com/Boyz-II-Men/I%27ll-Make-Love-To-You/,1994,10,0,16,0,1,0,0jSlCQQ0XiIo0XcX7VTrb3,2,245786,0.562,0.512,0.0239,0.109,0.0,-6.443,0.065,0.189,r-n-b
Hole,Doll Parts,True,https://www.whosampled.com/Hole/Doll-Parts/,1994,0,0,3,0,0,0,49t1GWE6ZiEoBgN92oMDdM,60,211960,0.245,0.542,0.0324,0.147,4.05e-06,-7.159,0.102,0.365,grunge
Craig Mack,Flava in Ya Ear,True,https://www.whosampled.com/Craig-Mack/Flava-in-Ya-Ear/,1994,79,0,1,0,3,0,1Yp2x0xtrXh5EnbhsURJ0X,0,217466,0.762,0.541,0.329,0.466,0.0,-8.843,0.0693,0.885,hardcore
Candlebox,Far Behind,True,https://www.whosampled.com/Candlebox/Far-Behind/,1993,1,0,2,0,0,0,3mhOmh4tRKsMfnRmgZfeBm,67,299733,0.552,0.645,0.0268,0.00187,1.38e-06,-6.595,0.0424,0.588,grunge
Joe Diffie,Pickup Man,True,https://www.whosampled.com/Joe-Diffie/Pickup-Man/,1994,0,0,1,0,0,0,4LILQ0tq8SoF29dkAX6RXf,46,216400,0.712,0.745,0.0389,0.408,0.0,-7.141,0.346,0.843,country
Mazzy Star,Fade Into You,True,https://www.whosampled.com/Mazzy-Star/Fade-Into-You/,1993,5,0,26,0,0,0,1LzNfuep1bnAUR9skqdHCK,79,295600,0.42,0.33,0.0275,0.245,0.000679,-13.925,0.0677,0.175,alt-rock
Weezer,Undone - The Sweater Song,True,https://www.whosampled.com/Weezer/Undone---The-Sweater-Song/,1993,1,0,2,0,0,0,5WhtlIoxoZrMmuaWWEQhwV,72,305533,0.457,0.618,0.0296,0.00114,0.00257,-6.682,0.0679,0.579,power-pop
Warren G;O.G.L.B.,This D.J.,True,https://www.whosampled.com/Warren-G/This-DJ/,1993,2,0,4,0,0,0,03r2R8m2BIc1exOBNPSr1J,38,203026,0.804,0.505,0.129,0.0363,0.0211,-8.19,0.113,0.562,hardcore
Collective Soul,Shine,True,https://www.whosampled.com/Collective-Soul/Shine/,1993,5,0,9,0,0,0,77YKoNCjP5hWqiXMRG2839,70,306040,0.543,0.423,0.0282,0.295,0.0862,-8.797,0.152,0.355,grunge
Nine Inch Nails,Closer,True,https://www.whosampled.com/Nine-Inch-Nails/Closer/,1994,46,0,36,0,6,0,5mc6EyF1OIEOhAkD0Gg9Lc,66,373306,0.546,0.724,0.0427,0.000273,0.667,-8.639,0.133,0.586,electronic
Aerosmith,Crazy,True,https://www.whosampled.com/Aerosmith/Crazy/,1993,0,0,5,0,0,0,74irxdVWstNlEQjsvArITq,75,316693,0.37,0.866,0.0384,0.0868,0.0,-3.879,0.137,0.427,hard-rock
Live,Selling The Drama,True,https://www.whosampled.com/Live/Selling-The-Drama/,1994,0,0,3,0,0,0,5hE3T2329sdMmIrHxjhQDL,59,208293,0.45,0.914,0.0647,0.0106,8.18e-05,-6.741,0.101,0.336,grunge
Enigma,Return To Innocence,True,https://www.whosampled.com/Enigma/Return-To-Innocence/,1993,7,0,0,0,2,0,2UKkLqST2xWpK8n1b0Xr5Z,66,255466,0.476,0.584,0.038,0.119,0.0,-12.357,0.274,0.417,new-age
Pink Floyd,Take It Back,True,https://www.whosampled.com/Pink-Floyd/Take-It-Back/,1994,0,0,1,0,0,0,325toqbCzE1g1pYIED7U4C,52,372225,0.469,0.6,0.0288,0.132,0.00606,-11.155,0.273,0.135,psych-rock
Gin Blossoms,Found Out About You,True,https://www.whosampled.com/Gin-Blossoms/Found-Out-About-You/,1992,0,0,3,0,0,0,3bNQ57hGhIfClN5UZ5t7YH,27,233333,0.491,0.927,0.036,0.000565,0.00974,-4.534,0.118,0.634,grunge
Ice Cube,You Know How We Do It,True,https://www.whosampled.com/Ice-Cube/You-Know-How-We-Do-It/,1993,34,0,3,0,1,0,2Ih217RCGAmyQR68Nn7Cqo,79,232773,0.747,0.52,0.0357,0.0977,0.0537,-10.523,0.142,0.601,funk
Wu-Tang Clan;Method Man;Raekwon;Inspectah Deck;Buddha Monk,"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",True,https://www.whosampled.com/Wu-Tang-Clan/CREAM/,1994,93,0,1,0,2,0,119c93MHjrDLJTApCVGpvx,75,252186,0.479,0.549,0.373,0.57,0.0235,-10.551,0.127,0.576,hardcore
Nas,It Ain't Hard to Tell,True,https://www.whosampled.com/Nas/It-Ain%27t-Hard-to-Tell/,1994,187,0,2,0,4,0,2CPturRUlpvirYr7VpkXCV,65,202106,0.69,0.729,0.221,1.7e-05,0.0431,-5.819,0.152,0.357,hardcore
Danzig,Mother,True,https://www.whosampled.com/Danzig/Mother/,1988,5,0,9,0,0,0,7txxAtOMwLLnQTpKeBL6bp,76,204866,0.365,0.763,0.0591,0.00726,0.000457,-9.45,0.0865,0.342,hard-rock
Bryan Adams,Please Forgive Me,True,https://www.whosampled.com/Bryan-Adams/Please-Forgive-Me/,1993,2,0,15,0,0,0,03EnOL1O9EKi9CFNmPyrCm,68,355640,0.555,0.46,0.0277,0.497,0.0,-7.032,0.103,0.146,singer-songwriter
Guns N' Roses,Since I Don't Have You,True,https://www.whosampled.com/Guns-N%27-Roses/Since-I-Don%27t-Have-You/,1993,0,0,4,1,0,0,4CvQVmA1wVX4gKOJ7aQOZQ,41,259266,0.256,0.579,0.046,0.489,0.000226,-8.146,0.117,0.254,hard-rock
Aerosmith,Amazing,True,https://www.whosampled.com/Aerosmith/Amazing/,1993,4,0,5,0,0,0,6beFuzSjwhOKFZp2aqYDdY,69,356160,0.308,0.747,0.037,0.0645,8.27e-05,-5.434,0.431,0.278,hard-rock
Gabrielle,Dreams,True,https://www.whosampled.com/Gabrielle/Dreams/,1992,3,0,21,0,1,0,69VxkO81CkF3BA9RG3bO1z,0,221400,0.619,0.719,0.0465,0.0185,0.0,-8.502,0.17,0.57,british
The Cranberries,Linger,True,https://www.whosampled.com/The-Cranberries/Linger/,1992,7,0,42,0,2,0,6ZkwokCipkGiqvpnIt2APo,0,273600,0.201,0.762,0.0337,0.0953,1.46e-05,-6.376,0.358,0.131,rock
Nine Inch Nails,March Of The Pigs,True,https://www.whosampled.com/Nine-Inch-Nails/March-Of-The-Pigs/,1994,2,0,18,0,1,0,56NATwQKP7m64hFLFlKzXe,49,178493,0.503,0.903,0.0527,0.0218,0.197,-7.427,0.0861,0.0586,industrial
Culture Beat,Mr. Vain,True,https://www.whosampled.com/Culture-Beat/Mr-Vain/,1993,9,0,1,0,1,0,2rTYgHxgcndkUrRoU7x0Sv,62,336840,0.676,0.996,0.0397,0.0478,0.262,-7.946,0.333,0.4,techno
2Pac,Keep Ya Head Up,True,https://www.whosampled.com/2Pac/Keep-Ya-Head-Up/,1993,18,0,3,0,2,0,0XRbYXQUymj9SJkrr8YK5B,71,262506,0.598,0.732,0.425,0.144,0.0,-7.013,0.508,0.595,funk
KRS-One,Sound of da Police,True,https://www.whosampled.com/KRS-One/Sound-of-da-Police/,1993,313,0,1,0,2,0,3Y6XWs8xMlCngyIxNOFnsp,64,258506,0.794,0.95,0.294,0.124,7.71e-05,-8.78,0.133,0.324,hardcore
Joe Diffie,John Deere Green,True,https://www.whosampled.com/Joe-Diffie/John-Deere-Green/,1993,17,0,0,0,0,0,6m3GKOLADaMvOT6iwT5FZ4,45,271960,0.701,0.805,0.0272,0.106,0.0,-5.584,0.0581,0.696,country
Eazy-E,Real Muthaphuckkin G's,True,https://www.whosampled.com/Eazy-E/Real-Muthaphuckkin-G%27s/,1993,35,0,0,0,0,0,7q6lr1W6cmGWijl5kCv5RG,50,332626,0.735,0.797,0.285,0.0174,0.0,-4.611,0.62,0.731,funk
Mr. Big,Wild World,False,,1993,0,0,1,0,0,0,4LxrmBgBLQc2oU60r6cBPW,51,208506,0.567,0.774,0.0341,0.262,0.0,-5.14,0.293,0.608,hard-rock
The Lemonheads,Into Your Arms,True,https://www.whosampled.com/The-Lemonheads/Into-Your-Arms/,1993,1,0,2,1,0,0,2rD9tU2bws0PgOPsI6aIZo,55,164706,0.504,0.782,0.0301,0.0661,1.31e-06,-9.27,0.115,0.619,power-pop
Billy Joel,The River of Dreams,True,https://www.whosampled.com/Billy-Joel/The-River-of-Dreams/,1993,5,0,12,0,0,0,30qVCFYKBtAENjTIBA8FPZ,65,247626,0.631,0.749,0.0576,0.205,5.21e-06,-8.15,0.0667,0.437,piano
Blind Melon,No Rain,True,https://www.whosampled.com/Blind-Melon/No-Rain/,1993,7,0,14,0,1,0,3672DNEisN5yExyR4KUPww,0,217200,0.359,0.573,0.0326,0.665,0.000178,-6.054,0.136,0.562,alt-rock
Aerosmith,Cryin',True,https://www.whosampled.com/Aerosmith/Cryin%27/,1993,1,0,11,0,0,0,0NJC0FDCODpPUntRTTQq97,72,308333,0.445,0.856,0.0327,0.000202,0.0101,-3.674,0.367,0.486,hard-rock
Inner Circle,Sweat (A La La La La Long),True,https://www.whosampled.com/Inner-Circle/Sweat/,1993,3,0,1,0,0,0,1SssFw74DdHVjRa6ADggdD,72,227067,0.787,0.728,0.218,0.0124,0.0,-7.705,0.157,0.94,reggae
Boyz II Men;Brian McKnight,Let It Snow,True,https://www.whosampled.com/Boyz-II-Men/Let-It-Snow/,1993,6,0,2,0,0,0,1gqcQWdsH5d141QcxotwfG,0,252413,0.696,0.462,0.036,0.695,2.47e-05,-9.152,0.113,0.526,r-n-b
R.E.M.,Everybody Hurts,True,https://www.whosampled.com/REM/Everybody-Hurts/,1993,26,0,1,0,0,0,6PypGyiu0Y2lCDBN1XZEnP,75,320266,0.467,0.324,0.0255,0.615,0.0248,-10.451,0.118,0.166,alt-rock
Souls Of Mischief,93 'Til Infinity,True,https://www.whosampled.com/Souls-Of-Mischief/93-%27Til-Infinity/,1993,53,0,2,0,1,0,0PV1TFUMTBrDETzW6KQulB,71,286440,0.59,0.672,0.412,0.125,1.04e-06,-11.792,0.147,0.688,hardcore
Nightcrawlers;Marc Kinchen,Push The Feeling On - Remix,True,https://www.whosampled.com/Nightcrawlers/Push-The-Feeling-On---Remix/,1992,1,0,5,0,0,0,4p1YuwaHQBAUqFoAEH26lm,34,211746,0.778,0.813,0.0433,0.00574,0.00395,-6.024,0.0505,0.882,disco
Soul Asylum,Runaway Train,True,https://www.whosampled.com/Soul-Asylum/Runaway-Train/,1992,2,0,10,0,0,0,3Ib3SJV8ZXuLvDiDb2w1As,56,266066,0.616,0.714,0.0385,0.00481,0.0,-7.02,0.133,0.53,grunge
Tears For Fears,Break It Down Again,True,https://www.whosampled.com/Tears-For-Fears/Break-It-Down-Again/,1993,2,0,3,0,0,0,15kc3DJyYixeEEq5kRRrOm,60,271533,0.681,0.742,0.0249,0.0134,0.422,-7.0,0.121,0.486,synth-pop
MC Lyte,Ruffneck,True,https://www.whosampled.com/MC-Lyte/Ruffneck/,1993,4,0,0,0,1,0,27d5Og8Eajvr1C4RxCIdYl,0,237240,0.73,0.853,0.17,0.045,0.0,-5.147,0.0283,0.857,hardcore
Cypress Hill,Insane in the Brain,True,https://www.whosampled.com/Cypress-Hill/Insane-in-the-Brain/,1993,228,0,13,0,4,0,1oTHteQbmJw15rPxPVXUTv,75,208266,0.897,0.611,0.211,0.0291,0.186,-10.489,0.0894,0.769,hardcore
Lords Of The Underground,Chief Rocka,True,https://www.whosampled.com/Lords-Of-The-Underground/Chief-Rocka/,1993,22,0,0,0,1,0,3g1iLBbCmKN67OZByYI7zK,6,247400,0.89,0.716,0.296,0.174,0.000589,-9.673,0.0657,0.656,hardcore
Alan Jackson,Chattahoochee,True,https://www.whosampled.com/Alan-Jackson/Chattahoochee/,1992,6,0,34,0,0,0,59kHPbwyyCApYA8RQQEuXm,72,148160,0.606,0.706,0.0379,0.362,0.0,-9.665,0.16,0.819,country
Zapp,Mega Medley,True,https://www.whosampled.com/Zapp/Mega-Medley/,1992,13,0,69,0,0,0,6QRHr540RPyPgWNyCtX0Y5,39,248600,0.732,0.788,0.15,0.197,9.09e-05,-7.09,0.39,0.765,disco
Radiohead,Creep,True,https://www.whosampled.com/Radiohead/Creep/,1992,27,0,138,0,1,0,70LcF31zb1H0PyJoS1Sx1r,85,238640,0.515,0.43,0.0372,0.0097,0.000133,-9.935,0.129,0.104,alt-rock
Robin S,Show Me Love,False,,1993,18,0,1,0,2,0,4t0UsYzmmmZRMTWn77jiGF,69,252106,0.811,0.833,0.153,0.014,2.06e-05,-4.259,0.0769,0.567,disco
Onyx,Slam,True,https://www.whosampled.com/Onyx/Slam/,1993,36,0,2,0,4,0,0W2mz7mvaBaEsC4rmoRNPn,62,218333,0.876,0.71,0.347,0.0654,0.00312,-12.908,0.918,0.724,hardcore
Duran Duran,Come Undone,True,https://www.whosampled.com/Duran-Duran/Come-Undone/,1993,3,0,23,0,4,0,0yfNXxlyXdmP0ue1iJijx1,69,256519,0.542,0.793,0.053,0.0423,3.95e-06,-8.203,0.0814,0.708,synth-pop
Inner Circle,Bad Boys (Theme from COPS),True,https://www.whosampled.com/Inner-Circle/Bad-Boys/,1987,38,0,6,0,4,0,0qeKzbUsW0V4ZWRJrHNiD3,69,229374,0.781,0.722,0.0667,0.236,0.000398,-8.376,0.077,0.533,reggae
Aerosmith,Livin' On The Edge,True,https://www.whosampled.com/Aerosmith/Livin%27-On-The-Edge/,1993,3,0,8,0,0,0,4avSaixVwu8uqfSs7zgoj3,62,380893,0.399,0.881,0.0347,0.0019,0.00429,-4.341,0.39,0.272,hard-rock
Bon Jovi,In These Arms,True,https://www.whosampled.com/Bon-Jovi/In-These-Arms/,1992,0,0,1,0,0,0,0vTKR5TQD03kASmEGlyDF3,61,319226,0.51,0.915,0.0562,0.00884,1.75e-05,-3.036,0.205,0.459,metal
The Pharcyde,Passin' Me By,True,https://www.whosampled.com/The-Pharcyde/Passin%27-Me-By/,1992,89,0,2,0,5,0,4G3dZN9o3o2X4VKwt4CLts,70,303493,0.759,0.756,0.266,0.0903,2.36e-06,-8.145,0.265,0.613,hardcore
Jomanda,I Like It,True,https://www.whosampled.com/Jomanda/I-Like-It/,1993,0,0,0,1,23,0,5AFlDYLBc5dxtMlQaRGpaD,12,264426,0.754,0.539,0.0239,0.124,0.000293,-10.188,0.132,0.595,chicago-house
Ice Cube,It Was A Good Day,True,https://www.whosampled.com/Ice-Cube/It-Was-A-Good-Day/,1992,90,0,8,0,1,0,2qOm7ukLyHUXWyR4ZWLwxA,82,260000,0.798,0.744,0.136,0.33,0.000106,-5.328,0.292,0.794,funk
Dr. Alban,It's My Life,False,,1992,39,0,2,0,6,0,4TOGkYS141L15SkVosAp7Z,41,239933,0.655,0.933,0.0536,0.00328,0.0358,-7.703,0.0983,0.472,house
Naughty By Nature,Hip Hop Hooray,True,https://www.whosampled.com/Naughty-By-Nature/Hip-Hop-Hooray/,1992,79,0,4,0,12,0,1SyQ6t9RdRBK0QUCS6a797,67,267266,0.862,0.642,0.101,0.102,0.0,-13.652,0.272,0.765,hardcore
Snow,Informer,True,https://www.whosampled.com/Snow/Informer/,1992,24,0,4,0,5,0,0wjDGV9D1oL3ZTXWzTAn6H,0,268746,0.727,0.886,0.178,0.0391,0.0,-5.342,0.361,0.427,reggae
Ugly Kid Joe,Cats In The Cradle,True,https://www.whosampled.com/Ugly-Kid-Joe/Cats-In-The-Cradle/,1992,0,0,2,1,0,0,5x9RZg7HfXGY3JayXL3seF,69,241893,0.511,0.517,0.0328,0.13,0.0,-9.653,0.074,0.433,hard-rock
Sade,No Ordinary Love,True,https://www.whosampled.com/Sade/No-Ordinary-Love/,1992,47,0,22,0,0,0,1oaaSrDJimABpOdCEbw2DJ,67,440466,0.629,0.364,0.038,0.467,0.0204,-12.259,0.0941,0.701,british
Duran Duran,Ordinary World,True,https://www.whosampled.com/Duran-Duran/Ordinary-World/,1993,4,0,46,0,0,0,0wokCRaKD0zPNhMRXAgVsr,73,340200,0.472,0.652,0.0305,0.0131,1.12e-05,-10.171,0.14,0.401,synth-pop
Bon Jovi,Bed Of Roses,True,https://www.whosampled.com/Bon-Jovi/Bed-Of-Roses/,1993,1,0,20,0,0,0,1zng9uqqXoPkmU05nsAlsw,74,394400,0.309,0.596,0.0293,0.101,0.0,-5.599,0.21,0.161,metal
Sade,Kiss of Life,True,https://www.whosampled.com/Sade/Kiss-of-Life/,1992,35,0,10,0,0,0,65krtHkaYLPr0mEbjL61UP,66,251333,0.723,0.47,0.028,0.633,0.0373,-11.302,0.0968,0.783,british
Kenny G,Forever in Love,True,https://www.whosampled.com/Kenny-G/Forever-in-Love/,1992,0,0,1,0,0,0,13cpOnmccZGVGFngLxYN4I,55,299493,0.343,0.318,0.0312,0.336,0.158,-14.901,0.17,0.11,jazz
SNAP!,Rhythm Is a Dancer,True,https://www.whosampled.com/SNAP/Rhythm-Is-a-Dancer/,1992,0,0,3,0,0,0,5uFYYOyT3EclOVhiFzPJSz,27,332229,0.757,0.652,0.0333,0.214,0.257,-14.916,0.0903,0.862,german
Faith No More,Easy,True,https://www.whosampled.com/Faith-No-More/Easy/,1992,0,0,6,1,0,0,4Y3WqmBWmG23thvU9xEhMv,67,186960,0.506,0.554,0.0339,0.339,0.000355,-6.743,0.112,0.375,hard-rock
Michael Jackson,Heal the World,True,https://www.whosampled.com/Michael-Jackson/Heal-the-World/,1991,5,0,55,0,0,0,7woW97CfcWaKtuC6W5BP2K,68,384306,0.545,0.485,0.0485,0.537,1.8e-06,-8.045,0.104,0.101,soul
Onyx,Throw Ya Gunz,True,https://www.whosampled.com/Onyx/Throw-Ya-Gunz/,1992,76,0,0,0,0,0,2FDW0QBaiRpIH4zYvwEMlT,2,198026,0.821,0.686,0.263,0.00216,0.0,-9.158,0.17,0.708,hardcore
Saigon Kick,Love Is on the Way,True,https://www.whosampled.com/Saigon-Kick/Love-Is-on-the-Way/,1992,0,0,2,0,0,0,3F3n2V9XBrtb1omqLfcNPe,54,264173,0.576,0.449,0.0287,0.085,0.0,-8.764,0.119,0.0552,hard-rock
Michael W. Smith,I Will Be Here For You,False,,1991,0,0,2,0,0,0,3CO19cTl5zzlWx9GWEpOhD,53,273773,0.425,0.519,0.0279,0.185,0.0,-9.707,0.102,0.208,world-music
Guns N' Roses,Yesterdays,True,https://www.whosampled.com/Guns-N%27-Roses/Yesterdays/,1991,0,0,4,0,0,0,11VGhd5i7deLL0YB0ayicY,63,196226,0.363,0.849,0.0554,0.0666,0.00517,-7.744,0.306,0.429,hard-rock
Megadeth,Symphony Of Destruction,True,https://www.whosampled.com/Megadeth/Symphony-Of-Destruction/,1992,6,0,19,0,1,0,2iA4neLS2rg1dlciGgmt4X,0,246733,0.61,0.889,0.0585,0.000794,0.0865,-5.452,0.0657,0.506,alt-rock
House Of Pain,Jump Around,True,https://www.whosampled.com/House-Of-Pain/Jump-Around/,1992,108,0,20,0,9,0,6JymsaWDHk2Yj4e0yNBIFH,65,214946,0.854,0.71,0.0795,0.0113,9.06e-05,-6.32,0.166,0.818,hard-rock
Def Leppard,Have You Ever Needed Someone So Bad,True,https://www.whosampled.com/Def-Leppard/Have-You-Ever-Needed-Someone-So-Bad/,1992,1,0,2,0,0,0,0nf9RjoFTcOzTIXtmzhRuH,56,324026,0.497,0.726,0.0272,0.0489,8.99e-06,-8.335,0.049,0.735,hard-rock
Firehouse,When I Look Into Your Eyes,True,https://www.whosampled.com/Firehouse/When-I-Look-Into-Your-Eyes/,1992,0,0,6,0,0,0,1yJWqYYDQge60nZKdLyiZU,61,239866,0.396,0.612,0.0277,0.00288,4.71e-05,-8.039,0.233,0.241,hard-rock
Bryan Adams,Do I Have To Say The Words?,True,https://www.whosampled.com/Bryan-Adams/Do-I-Have-To-Say-The-Words/,1996,9,0,0,0,0,0,5zDVyVBJoE0NVUmYcyvTny,59,371200,0.503,0.595,0.0294,0.0895,2.49e-06,-9.383,0.148,0.457,singer-songwriter
Nas,The Message,True,https://www.whosampled.com/Nas/The-Message/,1996,19,0,1,0,0,0,1AHfovSnGPVYKaahRtA0U6,65,234093,0.614,0.543,0.374,0.00776,3.28e-05,-7.178,0.383,0.485,hardcore
Guns N' Roses,November Rain,True,https://www.whosampled.com/Guns-N%27-Roses/November-Rain/,1991,4,0,38,0,0,0,3YRCqOhFifThpSRFJ1VWFM,81,536066,0.294,0.641,0.0291,0.0163,0.22,-9.316,0.112,0.226,hard-rock
Brooks & Dunn,Boot Scootin' Boogie,True,https://www.whosampled.com/Brooks/Boot-Scootin%27-Boogie/,1991,2,0,12,0,0,0,7Fq9RwQxSn3kW85PrDUf0M,71,198226,0.656,0.817,0.0435,0.22,0.0,-4.296,0.304,0.862,country
Metallica,Sad But True,True,https://www.whosampled.com/Metallica/Sad-But-True/,1991,5,0,24,0,0,0,1PhLYngBKbeDtdmDzCg3Pb,71,323933,0.633,0.846,0.0337,0.000819,0.00139,-6.347,0.0762,0.448,hard-rock
Billy Ray Cyrus,Achy Breaky Heart,True,https://www.whosampled.com/Billy-Ray-Cyrus/Achy-Breaky-Heart/,1992,5,0,31,1,1,0,3wyJhkm39HVs3Riocur2Rf,0,206800,0.768,0.753,0.0289,0.0541,0.0,-5.63,0.0893,0.964,country
The Cure,Friday I'm In Love,True,https://www.whosampled.com/The-Cure/Friday-I%27m-In-Love/,1992,2,0,48,0,1,0,502YAAGo4tiKD8xIqa3M5N,1,214400,0.552,0.946,0.0384,0.00106,0.000661,-4.249,0.368,0.458,punk-rock
Red Hot Chili Peppers,Give It Away,True,https://www.whosampled.com/Red-Hot-Chili-Peppers/Give-It-Away/,1991,31,0,15,0,2,0,0uppYCG86ajpV2hSR3dJJ0,73,282906,0.666,0.936,0.0476,0.00244,0.086,-9.919,0.153,0.776,metal
Pete Rock;C.L. Smooth,They Reminisce over You,True,https://www.whosampled.com/Pete-Rock/They-Reminisce-over-You/,1991,5,0,21,0,0,0,02fuv91GGA2FwaOTiKQVa7,0,286693,0.755,0.683,0.166,0.141,0.0,-10.889,0.342,0.668,hardcore
Nirvana,Lithium,True,https://www.whosampled.com/Nirvana/Lithium/,1991,10,0,42,0,0,0,5vHLwhxxlGzmClMcxRRFPr,73,257053,0.678,0.656,0.0381,0.00174,0.0,-6.41,0.0631,0.485,alt-rock
Red Hot Chili Peppers,Under the Bridge,True,https://www.whosampled.com/Red-Hot-Chili-Peppers/Under-the-Bridge/,1991,37,0,51,0,0,0,3d9DChrdc6BOeFsbrZ3Is0,82,264306,0.559,0.345,0.0459,0.0576,0.000105,-13.496,0.141,0.458,alt-rock
Metallica,Wherever I May Roam,True,https://www.whosampled.com/Metallica/Wherever-I-May-Roam/,1991,18,0,18,0,1,0,22GbAGb80ZZNgm2yrBMnpR,66,403866,0.55,0.824,0.0347,0.000362,0.00115,-7.848,0.0865,0.332,hard-rock
Eric Clapton,Tears in Heaven,True,https://www.whosampled.com/Eric-Clapton/Tears-in-Heaven/,1991,1,0,82,0,0,0,1kgdslQYmeTR4thk9whoRw,66,271760,0.498,0.242,0.0257,0.835,0.536,-12.238,0.133,0.312,blues
Nirvana,Come As You Are,True,https://www.whosampled.com/Nirvana/Come-As-You-Are/,1991,18,0,66,0,0,0,2RsAajgo0g7bMCHxwH3Sk0,79,218920,0.5,0.824,0.0388,0.00016,0.00161,-5.846,0.0916,0.539,alt-rock
Metallica,Nothing Else Matters,True,https://www.whosampled.com/Metallica/Nothing-Else-Matters/,1992,11,0,93,0,0,0,0nLiqZ6A27jJri2VCalIUs,80,388266,0.553,0.362,0.0263,0.0458,6.01e-06,-11.218,0.075,0.158,hard-rock
Ozzy Osbourne,"Mama, I'm Coming Home",True,https://www.whosampled.com/Ozzy-Osbourne/Mama-I%27m-Coming-Home/,1991,0,0,6,0,1,0,0S3gpZzlT9Hb7CCSV2owX7,69,251866,0.282,0.656,0.0302,0.0105,0.0,-6.557,0.0892,0.242,hard-rock
Simply Red,Stars,True,https://www.whosampled.com/Simply-Red/Stars/,1991,1,0,12,0,2,0,75CgD6l7K4qMzZrn4CbZqz,69,248599,0.716,0.818,0.0256,0.154,0.000806,-7.456,0.236,0.817,british
Nirvana,Smells Like Teen Spirit,True,https://www.whosampled.com/Nirvana/Smells-Like-Teen-Spirit/,1991,135,0,152,0,0,0,4CeeEOM32jQcH3eN9Q2dGj,83,301920,0.502,0.912,0.0564,2.55e-05,0.000173,-4.556,0.106,0.72,alt-rock
Elton John,Don't Let The Sun Go Down On Me,True,https://www.whosampled.com/Elton-John/Don%27t-Let-The-Sun-Go-Down-On-Me/,1974,1,0,33,0,0,0,11FcfHd3SOmmrWJPGe7Y30,62,336733,0.424,0.446,0.0261,0.121,1.89e-06,-8.526,0.0921,0.354,piano
Bonnie Raitt,I Can't Make You Love Me,True,https://www.whosampled.com/Bonnie-Raitt/I-Can%27t-Make-You-Love-Me/,1991,8,0,73,0,0,0,69uJi5QsBtqlYkGURTBli8,65,332960,0.588,0.149,0.0319,0.846,9.65e-05,-16.728,0.236,0.113,blues
Michael Jackson,Black or White,True,https://www.whosampled.com/Michael-Jackson/Black-or-White/,1991,43,0,44,0,7,0,7EsjkelQuoUlJXEw7SeVV4,69,254933,0.518,0.901,0.093,0.174,0.0314,-3.749,0.0712,0.873,soul
Guns N' Roses,Live And Let Die,True,https://www.whosampled.com/Guns-N%27-Roses/Live-And-Let-Die/,1991,0,0,4,1,0,0,0rFWuqFgHAfuzE8uSB9TWR,72,182733,0.262,0.777,0.0632,0.0109,0.113,-8.671,0.12,0.264,hard-rock
Metallica,The Unforgiven,True,https://www.whosampled.com/Metallica/The-Unforgiven/,1991,18,0,34,0,0,0,4aYLAF6ckQ5ooGGGM7sWAa,74,386493,0.54,0.584,0.0254,0.0108,0.00296,-9.579,0.253,0.244,hard-rock
Lisa Stansfield,Change,True,https://www.whosampled.com/Lisa-Stansfield/Change/,1991,3,0,1,0,6,0,1TOTD0EtlxIzkKuUJtHFLC,33,338613,0.663,0.643,0.0432,0.321,3.02e-05,-13.757,0.327,0.79,british
Roxette,Spending My Time,True,https://www.whosampled.com/Roxette/Spending-My-Time/,1991,1,0,12,0,2,0,2OHym1q6nzgtT75UCNjjro,67,275666,0.42,0.574,0.0292,0.238,0.000115,-5.149,0.127,0.218,swedish
Scorpions,Send Me An Angel,True,https://www.whosampled.com/Scorpions/Send-Me-An-Angel/,1990,6,0,11,0,0,0,1bKQ48M9onID2kbSpRy8kK,70,273333,0.153,0.417,0.0318,0.434,0.000622,-11.587,0.211,0.166,german
