artists,track_name,URL_Found,Whosampled_URL,Real_Year,Sampled_By_Count,Is_Sample_Of,Covered_By_Count,Is_Cover_Of,Remixed_By_Count,Is_Remix_Of,track_id,popularity,duration_ms,danceability,energy,speechiness,acousticness,instrumentalness,loudness,liveness,valence,track_genre,tsne_x,tsne_y
Breaking Benjamin,Sooner Or Later,True,https://www.whosampled.com/Breaking-Benjamin/Sooner-Or-Later/,2004,1,0,0,0,0,0,6VGKfZmYkkMsd2pij0jNiF,54,218800,49.3,84.3,4.82,0.19,0.86,82.65082692755648,8.35,41.6,grunge,-61.24678,-18.556837
Daddy Yankee,Gasolina,True,https://www.whosampled.com/Daddy-Yankee/Gasolina/,2004,24,0,7,0,3,0,228BxWXUYQPJrJYHDLOHkj,82,192600,85.2,79.7,6.140000000000001,32.2,0.000269,74.96389471232239,8.450000000000001,74.1,latin,25.090082,7.144403
My Chemical Romance,I'm Not Okay (I Promise),True,https://www.whosampled.com/My-Chemical-Romance/I%27m-Not-Okay/,2004,0,0,1,0,0,0,7lRlq939cDG4SzWOF4VAnd,77,186480,21.0,94.0,12.3,0.602,0.0,89.48054973212206,26.9,25.5,emo,-62.042965,-36.812237
Simple Plan,Welcome to My Life,True,https://www.whosampled.com/Simple-Plan/Welcome-to-My-Life/,2004,0,0,3,0,0,0,10rChmECwPcvTTj4w07hq4,69,206773,42.1,85.8,9.63,1.34,0.0,84.31865828092243,6.7,49.1,punk-rock,-57.253643,-18.272015
Jimmy Eat World,Pain,True,https://www.whosampled.com/Jimmy-Eat-World/Pain/,2004,1,0,3,0,0,0,2WhDg8UWljoAl8oNh8uZbJ,64,181306,39.5,95.5,12.0,1.76,0.0,89.82995574190544,58.5,28.3,power-pop,-45.712578,-49.923763
Rupee,Tempted to Touch,True,https://www.whosampled.com/Rupee/Tempted-to-Touch/,2004,1,0,0,0,7,0,4aklsaE3ZpvAae04DhJeuL,27,214013,84.0,80.4,5.54,9.57,0.000934,63.63382250174703,5.67,90.7,dancehall,1.6113098,31.921104
Velvet Revolver,Fall to Pieces,True,https://www.whosampled.com/Velvet-Revolver/Fall-to-Pieces/,2004,0,0,2,0,0,0,4A9O9e4iTm4bYnOPSzWaGb,54,271440,45.8,88.4,4.95,0.0468,48.3,83.64779874213836,12.8,25.0,grunge,-31.060444,66.73207
Terror Squad;Fat Joe;Remy Ma,Lean Back,True,https://www.whosampled.com/Terror-Squad/Lean-Back/,2004,44,0,4,0,3,0,2Ozc0me9PV5vlt8cokwdvI,67,247426,78.3,91.6,41.5,11.0,0.0,89.86722571628232,7.46,69.5,hardcore,0.50373507,-40.091736
Seether;Amy Lee,Broken,True,https://www.whosampled.com/Seether/Broken/,2004,6,0,12,1,0,0,507bYMYfbm6sUS9iEAaeSd,70,258333,44.8,61.0,3.42,1.02,0.0491,92.89075238760772,13.5,21.4,alt-rock,-80.626755,-16.369898
Bowling For Soup,1985,True,https://www.whosampled.com/Bowling-For-Soup/1985/,2004,1,0,8,1,0,0,5oQcOu1omDykbIPSdSQQNJ,71,193000,60.6,88.7,5.98,0.0242,0.0,84.92895411134404,33.7,90.3,punk-rock,-17.09439,8.885432
Breaking Benjamin,So Cold,True,https://www.whosampled.com/Breaking-Benjamin/So-Cold/,2004,1,0,11,0,0,0,3xXKwkmkrpZmGpIof83xbE,56,273040,48.5,77.60000000000001,5.25,0.2249999999999999,0.0102,79.95341253202888,12.4,26.0,grunge,-70.69968,-18.108126
The Killers,Somebody Told Me,True,https://www.whosampled.com/The-Killers/Somebody-Told-Me/,2004,12,0,18,0,7,0,6ehaWPjsNSf5HWOXTEFSUi,0,200946,50.8,98.1,7.79,0.00822,0.0449,90.39832285115304,5.55,74.6,alt-rock,-43.128468,-3.3377757
Crossfade,Cold,True,https://www.whosampled.com/Crossfade/Cold/,2004,2,0,2,0,1,0,6ZxrUCaynLgKSUudACOTwj,70,194226,45.1,81.5,3.68,0.00606,0.0,79.59003028185418,27.0,61.8,grunge,-22.452303,-0.044055466
Green Day,American Idiot,True,https://www.whosampled.com/Green-Day/American-Idiot/,2004,21,0,27,0,0,0,6nTiIhLmQ3FWhvrGafw2zj,79,176346,38.0,98.8,6.39,0.00264,0.00786,95.93291404612158,36.8,76.9,punk,-24.834219,1.2008477
夜光性アミューズ,CALL MY NAME,False,,2004,0,0,0,0,0,0,0t9il3sTezdVNFtyItCGsX,21,195817,66.4,95.3,3.91,0.486,0.0,82.13836477987422,7.93,52.900000000000006,j-idol,-35.400436,-14.714054
Three Days Grace,Just Like You,True,https://www.whosampled.com/Three-Days-Grace/Just-Like-You/,2004,0,0,1,0,1,0,0CA3RxBx2xSQXPfpmUBK1v,64,186893,37.3,73.7,2.97,0.00094,0.0,80.83857442348008,6.959999999999999,56.49999999999999,grunge,-49.089226,-10.775202
Hoobastank,The Reason,True,https://www.whosampled.com/Hoobastank/The-Reason/,2003,14,0,27,0,0,0,77loZpT5Y5PRP1S451P9Yz,81,232800,47.2,67.10000000000001,2.9000000000000004,1.29,0.0,83.78756114605171,15.9,6.81,alt-rock,-79.69266,-22.26349
Alicia Keys,If I Ain't Got You,True,https://www.whosampled.com/Alicia-Keys/If-I-Ain%27t-Got-You/,2003,1,0,51,0,2,0,3XVBdLihbNbxUwZosxcGuJ,80,228706,60.9,44.4,10.6,60.3,0.000686,62.91637549499185,10.4,16.6,soul,74.33904,-5.678385
Linkin Park,Breaking the Habit,True,https://www.whosampled.com/Linkin-Park/Breaking-the-Habit/,2003,6,0,16,0,1,0,3dxiWIBVJRlqh9xk144rf4,71,196906,57.9,84.89999999999999,3.03,10.8,0.0,81.13673421849523,9.09,58.1,alternative,-28.40223,-3.405005
Franz Ferdinand,Take Me Out,True,https://www.whosampled.com/Franz-Ferdinand/Take-Me-Out/,2004,16,0,8,0,3,0,20I8RduZC2PWMWTDCZuuAN,79,237026,27.700000000000003,66.3,3.77,0.0409,0.051,64.35126950850221,13.6,52.7,alt-rock,-48.170803,-4.993654
Brad Paisley;Alison Krauss,Whiskey Lullaby (feat. Alison Krauss),True,https://www.whosampled.com/Brad-Paisley/Whiskey-Lullaby/,2003,2,0,3,0,0,0,4BXkf6yww23Vdju7E1fUrn,64,259453,58.7,35.0,3.18,74.0,0.0,54.41416259026322,15.6,17.0,country,76.47455,-2.2324808
3 Doors Down,Away From The Sun,True,https://www.whosampled.com/3-Doors-Down/Away-From-The-Sun/,2002,0,0,1,0,0,0,3THdexHRmED4euIY91Zrxc,57,232066,54.1,67.7,2.71,2.44,0.0,76.51059864896344,8.540000000000001,23.7,grunge,-75.88625,-15.122344
Velvet Revolver,Slither,True,https://www.whosampled.com/Velvet-Revolver/Slither/,2004,2,0,5,0,0,0,1ugRmaf5TDDf1fO3hFSIs1,53,248306,47.3,97.3,11.0,0.025,15.3,87.59841602608898,7.82,29.1,grunge,-62.962036,-30.90885
Lloyd Banks,On Fire,True,https://www.whosampled.com/Lloyd-Banks/On-Fire/,2004,3,0,0,0,0,0,0B2ZuTLZnWQ6gz8RlNwBu1,64,187280,75.9,82.5,22.0,9.23,0.0569999999999999,85.46470999301188,24.0,42.9,hardcore,-5.51885,-42.68322
Yellowcard,Ocean Avenue,True,https://www.whosampled.com/Yellowcard/Ocean-Avenue/,2003,9,0,14,0,1,0,23oxJmDc1V9uLUSmN2LIvx,74,198266,48.6,90.4,6.38,0.00343,0.00283,87.9711157698579,9.47,78.60000000000001,punk,-42.36194,-1.6616429
Mase,Welcome Back,True,https://www.whosampled.com/Mase/Welcome-Back/,2004,4,0,0,0,1,0,2ZCfaMcJ4NhY4nRNWYLfkN,0,262213,76.4,74.4,18.1,1.09,0.0121999999999999,94.54460750058234,31.8,51.1,hardcore,-12.98341,-41.6383
Linkin Park,Lying from You,True,https://www.whosampled.com/Linkin-Park/Lying-from-You/,2003,2,0,5,0,0,0,4qVR3CF8FuFvHN4L6vXlB1,66,175373,53.5,95.1,18.0,0.777,0.0,89.96040065222456,6.69,72.3,alternative,-44.60148,-3.950116
3 Doors Down,Here Without You,True,https://www.whosampled.com/3-Doors-Down/Here-Without-You/,2003,3,0,32,0,1,0,2Lkn3Of9JHY6RSA8c3omKT,0,238560,55.60000000000001,54.50000000000001,2.55,6.35,0.0,73.91567668297228,12.4,19.3,alt-rock,-61.40049,16.498299
Alanis Morissette,Everything,True,https://www.whosampled.com/Alanis-Morissette/Everything/,2004,0,0,2,0,0,0,6iV13NP9lCy9tCrmGt0wSQ,1,273893,48.7,72.89999999999999,3.16,12.6,0.00979,77.27929187048684,13.4,33.900000000000006,singer-songwriter,-73.52459,-11.493464
Beenie Man;Ms. Thing,Dude,True,https://www.whosampled.com/Beenie-Man/Dude/,2003,3,0,0,0,4,0,746nPV2NXSoxW3imGpG8gk,57,255360,61.6,71.0,26.4,12.3,0.0,72.60191008618682,12.8,94.5,j-dance,11.111613,-37.40746
Nickelback,Someday,True,https://www.whosampled.com/Nickelback/Someday/,2003,0,0,5,0,0,0,4PkJ7c9y1CwpuVOiJODnCZ,71,207466,45.5,85.8,3.91,0.0616,0.0247,79.08222688096903,22.6,59.7,grunge,-42.028145,-23.10148
blink-182,I Miss You,True,https://www.whosampled.com/blink-182/I-Miss-You/,2003,15,0,24,0,1,0,2uGos1lTJU2Qd6UpPyRJSP,4,227813,65.2,76.6,3.45,0.0761,0.000634,75.2527370137433,7.39,64.1,punk-rock,-32.665527,8.759883
Five For Fighting,100 Years,True,https://www.whosampled.com/Five-For-Fighting/100-Years/,2003,2,0,0,0,0,0,2lFlveK1y13WWp3vnQtrr3,66,244600,64.3,56.89999999999999,2.76,54.400000000000006,0.00217,70.69648264616818,17.8,27.500000000000004,acoustic,60.06498,-13.71375
Sean Paul;Sasha,I'm Still In Love With You,True,https://www.whosampled.com/Sean-Paul/I%27m-Still-In-Love/,2003,0,0,0,0,0,0,4ZKbHnIwc2vcBd6U64wO0p,35,268480,61.8,74.9,15.6,0.96,0.0,88.99604006522246,13.0,77.2,dancehall,-7.7466283,5.631379
Nickelback,Figured You Out,True,https://www.whosampled.com/Nickelback/Figured-You-Out/,2003,0,0,1,0,0,0,1Yuim9eHBfG8YUJII28XDF,61,228480,54.400000000000006,86.7,5.17,0.00263,1.65,79.69718145818774,26.6,72.6,grunge,-18.62041,6.7965775
Jet,Are You Gonna Be My Girl,True,https://www.whosampled.com/Jet/Are-You-Gonna-Be-My-Girl/,2003,5,0,13,0,0,0,646ekuSJ0o56hmG8gWjSUh,1,215000,59.8,95.0,8.48,0.167,0.0388,89.80200326112275,15.4,57.7,alt-rock,-42.923233,-18.277796
Limp Bizkit,Behind Blue Eyes,True,https://www.whosampled.com/Limp-Bizkit/Behind-Blue-Eyes/,2003,7,0,1,1,0,0,1MTQHCpraD4S8g5PAFKzoj,74,269973,59.5,48.9,2.71,49.7,0.0,74.41882133706034,11.9,9.02,alternative,72.41443,-9.364938
No Doubt,It's My Life,True,https://www.whosampled.com/No-Doubt/It%27s-My-Life/,2003,2,0,3,1,2,0,3A5GWLRz25wpL8yx4vf0sq,1,225866,60.6,75.0,3.06,0.26,0.0795,84.31865828092243,32.1,77.10000000000001,alt-rock,-14.0520735,6.2730217
Audioslave,I Am the Highway,True,https://www.whosampled.com/Audioslave/I-Am-the-Highway/,2002,0,0,2,0,0,0,4Im33JWLEobPtMTTAw7GUF,37,334906,34.1,66.2,3.35,10.5,0.0,82.045189843932,11.3,20.0,grunge,-82.205765,-26.116558
Three Days Grace,I Hate Everything About You,True,https://www.whosampled.com/Three-Days-Grace/I-Hate-Everything-About-You/,2003,11,0,5,0,0,0,6rUp7v3l8yC4TKxAAR5Bmx,72,231480,49.8,83.0,4.21,0.461,0.0,81.42091777311903,13.900000000000002,45.3,grunge,-46.093834,-17.836332
Westside Connection,Gangsta Nation,True,https://www.whosampled.com/Westside-Connection/Gangsta-Nation/,2003,4,0,1,0,1,0,65iyI1iybyv5ecsfBHSdUf,67,293053,84.3,70.0,26.0,12.7,0.0,90.30980666200792,87.6,67.5,hardcore,-19.910128,-50.818245
Matchbox Twenty,Unwell,True,https://www.whosampled.com/Matchbox-Twenty/Unwell/,2002,4,0,10,0,0,0,6Bm6qUCSatPAqkQllFL7oA,66,228706,25.6,78.8,4.03,2.98,0.0,80.92709061262522,70.7,42.9,grunge,-42.449944,-53.285084
Simple Plan,Perfect,True,https://www.whosampled.com/Simple-Plan/Perfect/,2002,0,0,4,0,0,0,4j3X4KX8rURekAVIFUhI23,70,277026,49.4,67.2,4.05,2.73,0.0,82.72536687631028,10.5,55.7,punk-rock,-26.650633,-7.1300373
Puddle Of Mudd,Away From Me,True,https://www.whosampled.com/Puddle-Of-Mudd/Away-From-Me/,2003,0,0,1,0,0,0,2PcI5f8KWCnPD988CTK2Gz,26,238573,39.0,93.7,10.0,0.0314,0.0,89.34078732820872,15.8,16.1,grunge,-68.84777,-32.14536
Trapt,Headstrong,True,https://www.whosampled.com/Trapt/Headstrong/,2002,1,0,2,0,0,0,1AEYT6VxrxXPMoQUxsY0E4,72,285569,49.2,89.60000000000001,11.7,0.0172,0.000278,78.33682739343118,18.9,53.400000000000006,grunge,-40.10504,-21.284523
Staind,So Far Away,True,https://www.whosampled.com/Staind/So-Far-Away/,2003,0,0,3,0,0,0,6FOpPA0a80RuBqqgDozvja,66,243573,40.7,89.60000000000001,6.3,1.2,0.0,91.77265315630096,19.6,15.6,grunge,-69.22644,-32.770657
Fountains Of Wayne,Stacy's Mom,True,https://www.whosampled.com/Fountains-Of-Wayne/Stacy%27s-Mom/,2003,16,0,13,0,0,0,27L8sESb3KR79asDUBu8nW,76,197986,77.4,75.0,4.12,0.207,0.00178,82.4924295364547,8.08,92.7,alt-rock,-4.5787497,35.448124
Live,Heaven,True,https://www.whosampled.com/Live/Heaven/,2003,0,0,1,0,0,0,3v5cS4gKxpJqxUu4wz3DvG,25,226080,51.8,82.5,3.0700000000000003,0.0447,0.0,78.54181225250409,8.309999999999999,30.4,grunge,-67.37094,-13.447684
Audioslave,Show Me How to Live,True,https://www.whosampled.com/Audioslave/Show-Me-How-to-Live/,2003,0,0,3,0,0,0,21tuvt3CXIsNquc32v8jpc,41,277840,43.3,85.39999999999999,4.83,0.0336,0.0177,87.42604239459585,16.2,36.8,grunge,-66.09683,-24.139738
Linkin Park,Faint,True,https://www.whosampled.com/Linkin-Park/Faint/,2003,7,0,8,0,0,0,4Yf5bqU3NK4kNOypcrLYwU,77,162600,55.400000000000006,97.8,13.1,11.1,0.0,88.8888888888889,7.31,59.4,alternative,-39.934963,-10.126915
Black Eyed Peas,Where Is The Love?,True,https://www.whosampled.com/Black-Eyed-Peas/Where-Is-The-Love/,2004,2,0,8,0,2,0,5rZCbYSbQ98GZk0eBqmEKq,0,273813,83.2,70.19999999999999,17.299999999999997,10.3,0.0,90.37037037037037,12.8,81.39999999999999,dance,6.5244765,-33.430676
Tamia,Officially Missing You,True,https://www.whosampled.com/Tamia/Officially-Missing-You/,2004,4,0,17,0,4,0,4TFI0lmmt6UyMU8RAgVU4a,0,242466,47.5,40.7,3.68,24.7,0.0,62.40391334730957,14.4,22.6,soul,55.416325,-10.949548
Uncle Kracker,Drift Away,True,https://www.whosampled.com/Uncle-Kracker/Drift-Away/,2002,0,0,3,1,0,0,7uoydebZMtE7Ly3jZVXfFN,1,255560,58.4,66.0,3.75,18.0,0.0,81.78895877009084,9.79,86.8,country,7.2691135,22.35009
Elephant Man,"Pon De River, Pon De Bank",True,https://www.whosampled.com/Elephant-Man/Pon-De-River-Pon-De-Bank/,2002,0,0,0,0,0,0,05ldMUa2b7KhctXmx0T30M,19,239517,64.8,73.0,41.5,24.8,0.00494,75.87235033775916,8.649999999999999,90.4,j-dance,9.226125,-39.105873
Jason Mraz,The Remedy (I Won't Worry),True,https://www.whosampled.com/Jason-Mraz/The-Remedy/,2002,0,0,0,0,0,0,73CbJykoV6WapWGfTeRzTl,35,256440,58.9,86.7,3.85,4.1000000000000005,0.0,84.37456324248778,30.6,79.5,acoustic,-17.316612,6.430385
Simple Plan,Addicted,True,https://www.whosampled.com/Simple-Plan/Addicted/,2002,1,0,1,0,0,0,1B8MHa0NveCF1ViBEOZWO5,62,232066,52.2,75.1,4.35,0.0491,0.000222,80.00931749359422,15.8,60.5,punk-rock,-30.58852,-0.820493
Shania Twain,Forever And For Always,True,https://www.whosampled.com/Shania-Twain/Forever-And-For-Always/,2002,0,0,4,0,0,0,5eQtR62IZ8P8qZM2pSD9Ip,59,283000,46.9,72.2,3.26,23.200000000000003,0.0,83.05613789890519,12.3,52.900000000000006,country,10.856867,-0.9341259
Evanescence,Bring Me To Life,True,https://www.whosampled.com/Evanescence/Bring-Me-To-Life/,2003,55,0,44,0,2,0,24TdORdiwpuE1EH7fh1fNQ,0,235893,31.8,94.3,10.7,0.721,0.000206,90.59399021663174,24.2,29.8,alternative,-62.794273,-35.79719
Sean Paul,Like Glue,True,https://www.whosampled.com/Sean-Paul/Like-Glue/,2002,4,0,0,0,0,0,6pbCkvCENw0suVGr4Ckkae,63,232506,75.7,78.0,31.9,8.110000000000001,0.0,81.9753086419753,11.3,59.0,dancehall,-0.35835865,-40.00207
DMX,Where The Hood At,True,https://www.whosampled.com/DMX/Where-The-Hood-At/,2003,25,0,37,0,1,0,6RUpJeXT6U4SPEafnr9Wr7,71,286266,53.7,94.8,35.5,15.1,0.0,91.17633356627069,35.6,79.2,hardcore,-9.254701,-36.095867
The White Stripes,Seven Nation Army,True,https://www.whosampled.com/The-White-Stripes/Seven-Nation-Army/,2003,51,0,75,0,2,0,3dPQuX8Gs42Y7b454ybpMR,84,232106,74.3,44.6,6.83,0.3899999999999999,11.8,69.07523876077335,33.7,27.800000000000004,alt-rock,-17.614252,-28.843887
The Rolling Stones,Sympathy For The Devil - Live,True,https://www.whosampled.com/The-Rolling-Stones/Sympathy-For-The-Devil---Live/,1975,0,0,0,0,0,0,7cSrZ9Uu1c4JImssIyqsvP,28,475217,61.4,92.9,4.46,40.5,10.9,79.958071278826,95.4,55.1,british,-26.761602,-57.291286
Elvis Presley,Rubberneckin',True,https://www.whosampled.com/Elvis-Presley/Rubberneckin%27/,1975,0,0,0,0,1,0,4cXnUi6qulwgj0fLSu0VYE,59,133813,62.3,61.3,6.98,23.1,0.0,58.397391101793616,12.0,91.8,rock-n-roll,23.319405,37.853733
3 Doors Down,When I'm Gone,True,https://www.whosampled.com/3-Doors-Down/When-I%27m-Gone/,2002,0,0,3,0,0,0,3WbphvawbMZ8FyqDxYGdSQ,70,260333,53.0,76.8,2.8400000000000003,0.385,0.0,79.30584672723037,10.3,37.4,grunge,-67.35541,-15.194419
Sean Paul,Get Busy,True,https://www.whosampled.com/Sean-Paul/Get-Busy/,2002,17,0,1,0,2,0,5qTvkDrSfvwDv6RBjjcfQr,75,211666,73.5,82.39999999999999,3.6,61.5,0.0,86.14488702539018,15.8,72.6,dancehall,41.774998,-2.0150406
Cold,Stupid Girl,True,https://www.whosampled.com/Cold/Stupid-Girl/,2003,1,0,0,0,0,0,4GPTqTFAkOXNGd5Cy6sTvx,49,189866,43.1,85.39999999999999,6.2700000000000005,0.0117,0.01,84.77055672024227,9.55,17.9,industrial,-70.16923,-30.240652
Counting Crows;Vanessa Carlton,Big Yellow Taxi,True,https://www.whosampled.com/Counting-Crows/Big-Yellow-Taxi/,2002,0,0,0,0,0,1,4YZg4UXqhMoUM40aPNIX1v,1,226826,67.4,86.7,4.62,0.199,0.0,85.27836012112742,20.6,82.1,alt-rock,-12.967013,9.044096
50 Cent,In Da Club,True,https://www.whosampled.com/50-Cent/In-Da-Club/,2003,157,0,9,0,0,0,7iL6o9tox1zgHpKUfh9vuC,83,193466,89.9,71.3,36.6,25.5,0.0,92.6252038201724,7.08,77.7,hip-hop,4.1882486,-39.757626
Linkin Park,Somewhere I Belong,True,https://www.whosampled.com/Linkin-Park/Somewhere-I-Belong/,2003,2,0,13,0,0,0,3fjmSxt0PskST13CSdBUFx,73,213933,45.1,95.1,6.45,0.038,0.000239,87.95713952946656,26.1,44.2,alternative,-49.680496,-26.38317
Kid Rock;Sheryl Crow,Picture (feat. Sheryl Crow),True,https://www.whosampled.com/Kid-Rock/Picture/,2001,0,0,6,0,0,0,69j0KoPJuwpnbGWrfn7Yll,69,298960,69.19999999999999,49.6,2.41,17.2,0.000642,71.28814348940135,10.7,37.6,metal,8.615114,-19.58798
Foo Fighters,Times Like These,True,https://www.whosampled.com/Foo-Fighters/Times-Like-These/,2002,2,0,19,0,0,0,67vYdAAM3oGsEImCRfbtsF,71,265560,37.6,90.8,8.790000000000001,0.0014,0.0014,87.77544840437923,24.1,26.6,grunge,-63.926,-35.733715
Audioslave,Like a Stone,True,https://www.whosampled.com/Audioslave/Like-a-Stone/,2002,5,0,9,0,0,0,3YuaBvuZqcwN3CEAyyoaei,78,293960,61.4,56.8,2.76,0.7969999999999999,0.0,79.93011879804332,9.97,51.6,alt-rock,-4.9108725,-14.69064
Nas,I Can,True,https://www.whosampled.com/Nas/I-Can/,2002,14,0,0,0,0,0,2NPxL1QqPrD1a7OLHjVcAP,59,253720,83.7,88.5,18.2,10.3,0.0,87.21174004192872,6.660000000000001,69.39999999999999,hardcore,-7.231046,-25.913527
Lil' Kim,The Jump Off,True,https://www.whosampled.com/Lil%27-Kim/The-Jump-Off/,2003,14,0,0,0,4,0,5Jas2qVhUKLesoVG863UDh,0,234173,85.6,75.5,34.0,23.8,0.00115,65.78616352201259,5.71,92.6,alternative,8.517219,-39.44832
Red Hot Chili Peppers,Can't Stop,True,https://www.whosampled.com/Red-Hot-Chili-Peppers/Can%27t-Stop/,2002,12,0,9,0,0,0,3ZOEytgrvLwQaqXreDs2Jx,82,269000,61.8,93.8,4.5600000000000005,1.79,0.0,89.41066853016538,16.7,87.5,alt-rock,-14.021339,16.9759
Good Charlotte,The Anthem,True,https://www.whosampled.com/Good-Charlotte/The-Anthem/,2002,3,0,6,0,1,0,0BRHnOFm6sjxN1i9LJrUDu,74,175093,49.4,93.9,12.6,0.666,0.0,90.87817377125556,13.900000000000002,89.3,metal,-18.65875,15.050667
Godsmack,Straight Out Of Line,True,https://www.whosampled.com/Godsmack/Straight-Out-Of-Line/,2003,0,0,1,0,0,0,0bKZa2zldftYPRrSRscmG2,52,259133,24.5,96.0,17.5,0.0184,0.268,83.46144887025389,7.180000000000001,37.2,grunge,-59.638893,-30.840433
John Mayer,Your Body Is a Wonderland,True,https://www.whosampled.com/John-Mayer/Your-Body-Is-a-Wonderland/,2001,3,0,16,0,0,0,7vFv0yFGMJW3qVXbAd9BK9,74,249626,64.7,72.89999999999999,2.36,2.06,4.89,76.32424877707896,13.4,68.7,singer-songwriter,-12.383497,34.960217
Eminem;Dina Rae,Superman,True,https://www.whosampled.com/Eminem/Superman/,2002,17,0,2,0,0,0,4woTEX1wYOTGDqNXuavlRC,86,350320,80.2,75.5,5.64,2.15,0.0,90.82692755648732,29.5,57.99999999999999,hip-hop,-21.610216,-28.543543
Queens of the Stone Age,No One Knows,True,https://www.whosampled.com/Queens-of-the-Stone-Age/No-One-Knows/,2002,3,0,15,0,1,0,6y20BV5L33R8YXM0YuI38N,72,278746,50.9,58.4,5.7,3.68,0.00996,82.58560447239692,38.4,68.5,blues,-28.06609,-46.303463
Seether,Fine Again,True,https://www.whosampled.com/Seether/Fine-Again/,2002,0,0,2,0,0,0,4eTIe5eqds88bA9ua6p5p6,66,243640,44.2,85.5,2.88,0.049,1.37,91.53971581644538,27.3,36.3,grunge,-49.824547,-39.11501
Norah Jones,Don't Know Why,True,https://www.whosampled.com/Norah-Jones/Don%27t-Know-Why/,2002,3,0,31,1,0,0,7uki3SHvd09GpX4Fbq95Ui,0,186160,73.9,19.9,2.8000000000000003,88.0,0.00127,50.64523643139995,5.91,62.8,j-pop,77.011345,17.085508
Chevelle,The Red,True,https://www.whosampled.com/Chevelle/The-Red/,2002,1,0,7,0,0,0,1gyee1JuFFiP476LQpRMYU,70,238400,50.9,84.3,4.88,0.0671,0.0803,89.98835313300721,34.8,33.2,grunge,-49.20495,-40.798737
Puddle Of Mudd,She Hates Me,True,https://www.whosampled.com/Puddle-Of-Mudd/She-Hates-Me/,2001,1,0,4,0,0,0,16DhvbuyvJob4Q9GHNYu2n,72,216760,57.99999999999999,74.8,3.2300000000000004,0.935,0.0,80.13510365711623,75.3,58.4,grunge,-28.029861,-51.399097
Foo Fighters,All My Life,True,https://www.whosampled.com/Foo-Fighters/All-My-Life/,2002,2,0,10,0,0,0,6tsojOQ5wHaIjKqIryLZK6,74,263440,57.7,60.4,4.95,0.0218,0.0579,78.87724202189611,47.7,63.7,grunge,-28.113825,-47.038834
Nirvana,You Know You're Right,True,https://www.whosampled.com/Nirvana/You-Know-You%27re-Right/,2002,0,0,4,0,0,0,5O8L4I2S4izFGDjvP7xAKv,69,217000,28.9,71.6,10.6,4.07,0.123,75.02445842068484,13.5,34.4,grunge,-60.058254,-26.3128
Audioslave,Cochise,True,https://www.whosampled.com/Audioslave/Cochise/,2002,0,0,1,0,0,0,4OCzAGgyWsUKpdWufYywZm,38,222026,45.2,87.3,6.13,0.0519,0.0,82.77195434428138,5.92,43.3,grunge,-59.342392,-19.607931
Red Hot Chili Peppers,The Zephyr Song,True,https://www.whosampled.com/Red-Hot-Chili-Peppers/The-Zephyr-Song/,2002,4,0,3,0,0,0,1ndGB6rvxKYN9seCYO1dTF,71,231933,72.5,80.30000000000001,3.37,1.3,0.00366,86.42441183321688,8.91,40.3,metal,-58.54319,4.029985
Creed,One Last Breath,True,https://www.whosampled.com/Creed/One-Last-Breath/,2001,4,0,5,0,1,0,42T2QQv3xgBlpQxaSP7lnK,72,238240,38.6,67.7,3.46,0.8410000000000001,0.366,78.28558117866295,34.1,19.5,alt-rock,-47.569992,-42.73678
Sean Paul,Gimme the Light,True,https://www.whosampled.com/Sean-Paul/Gimme-the-Light/,2002,6,0,0,0,2,0,3SCVtAJq8li6HlKfM4M08u,61,228000,77.8,76.1,5.25,14.099999999999998,0.00461,79.68786396459353,4.41,92.3,dancehall,0.07158123,35.506104
System Of A Down,Aerials,True,https://www.whosampled.com/System-Of-A-Down/Aerials/,2001,8,0,18,0,0,0,4e9eGQYsOiBcftrWXwsVco,77,235053,36.4,92.2,5.67,0.0915,3.46,85.80013976240393,6.97,22.7,alternative,-66.13428,-30.399494
Vanessa Carlton,A Thousand Miles,True,https://www.whosampled.com/Vanessa-Carlton/A-Thousand-Miles/,2001,40,0,46,0,0,0,4w1lzcaoZ1IC2K5TwjalRP,77,237493,56.00000000000001,82.5,3.790000000000001,32.300000000000004,0.0,87.45399487537851,16.1,26.8,piano,36.806175,-22.958412
Pearl Jam,I Am Mine,True,https://www.whosampled.com/Pearl-Jam/I-Am-Mine/,2001,0,0,1,0,0,0,79pY2Z5eFvXMt9bSdHLrnA,60,215333,32.300000000000004,72.8,3.2099999999999995,0.394,0.0447,80.21430235266713,10.2,48.9,grunge,-50.504604,-11.333181
Hoobastank,Running Away,True,https://www.whosampled.com/Hoobastank/Running-Away/,2001,0,0,2,0,0,0,6xdSzlVVKW3fQidPxBImTG,55,178440,51.4,81.89999999999999,4.18,0.101,0.000167,79.93943629163755,19.5,48.8,grunge,-44.88201,-20.718718
TRUSTcompany,Downfall,True,https://www.whosampled.com/TRUSTcompany/Downfall/,2001,2,0,4,0,0,0,76xddM2irVQCbuBoVbaElZ,64,191373,31.0,94.0,10.6,0.0106,0.000221,89.62962962962963,20.5,45.4,grunge,-59.84038,-27.482557
Jimmy Eat World,Sweetness,True,https://www.whosampled.com/Jimmy-Eat-World/Sweetness/,2001,4,0,9,0,0,0,429IbFR4yp2J81CeTwF5iY,68,220026,48.7,89.8,3.8,0.305,0.0,84.77987421383648,26.0,59.7,power-pop,-42.437702,-23.688007
